linha=1 | nome=Felipe | acao=estudou computacao | valor=9965
linha=1355 | nome=Otavio | acao=participou da aula | valor=1736
linha=1356 | nome=Ana | acao=comparou as metricas | valor=4083
linha=1357 | nome=Otavio | acao=estudou computacao | valor=3540
linha=1358 | nome=Bruno | acao=escreveu o relatorio | valor=9167
linha=1359 | nome=Sofia | acao=analisou os resultados | valor=8842
linha=1360 | nome=Daniela | acao=otimizou o algoritmo | valor=4795
linha=1361 | nome=Mariana | acao=analisou os resultados | valor=1533
linha=1362 | nome=Natalia | acao=otimizou o algoritmo | valor=4856
linha=1363 | nome=Ana | acao=participou da aula | valor=1808
linha=1364 | nome=Mariana | acao=estudou computacao | valor=5371
linha=1365 | nome=Karen | acao=executou o benchmark | valor=4590
linha=1366 | nome=Natalia | acao=participou da aula | valor=3456
linha=1367 | nome=Lucas | acao=participou da aula | valor=2052
linha=1368 | nome=Helena | acao=escreveu o relatorio | valor=2205
linha=1369 | nome=Ana | acao=otimizou o algoritmo | valor=1310
linha=1370 | nome=Igor | acao=fez um experimento | valor=1566
linha=1371 | nome=Vitor | acao=fez um experimento | valor=7120
linha=1372 | nome=Bruno | acao=estudou computacao | valor=2792
linha=1373 | nome=Tiago | acao=escreveu o relatorio | valor=9205
linha=1374 | nome=Gabriela | acao=otimizou o algoritmo | valor=2955
linha=1375 | nome=Renata | acao=comparou as metricas | valor=8125
linha=1376 | nome=Joao | acao=participou da aula | valor=2687
linha=1377 | nome=Ana | acao=otimizou o algoritmo | valor=5100
linha=1378 | nome=Igor | acao=executou o benchmark | valor=7484
linha=1379 | nome=Mariana | acao=estudou computacao | valor=2785
linha=1380 | nome=Karen | acao=escreveu o relatorio | valor=4282
linha=1381 | nome=Igor | acao=executou o benchmark | valor=8519
linha=1382 | nome=Bruno | acao=escreveu o relatorio | valor=3786
linha=1383 | nome=Paulo | acao=participou da aula | valor=7166
linha=1384 | nome=Joao | acao=analisou os resultados | valor=1766
linha=1385 | nome=Helena | acao=comparou as metricas | valor=5533
linha=1386 | nome=Vitor | acao=estudou computacao | valor=6914
linha=1387 | nome=Lucas | acao=escreveu o relatorio | valor=1640
linha=1388 | nome=Gabriela | acao=comparou as metricas | valor=9513
linha=1389 | nome=Felipe | acao=otimizou o algoritmo | valor=4518
linha=1390 | nome=Paulo | acao=otimizou o algoritmo | valor=4949
linha=1391 | nome=Otavio | acao=analisou os resultados | valor=7351
linha=1392 | nome=Otavio | acao=escreveu o relatorio | valor=8266
linha=1393 | nome=Ana | acao=comparou as metricas | valor=6695
linha=1394 | nome=Bruno | acao=participou da aula | valor=1608
linha=1395 | nome=Felipe | acao=participou da aula | valor=3178
linha=1396 | nome=Natalia | acao=fez um experimento | valor=1714
linha=1397 | nome=Daniela | acao=participou da aula | valor=6253
linha=1398 | nome=Felipe | acao=otimizou o algoritmo | valor=9462
linha=1399 | nome=Mariana | acao=estudou computacao | valor=9042
linha=1400 | nome=Eduarda | acao=participou da aula | valor=5174
linha=1401 | nome=Karen | acao=escreveu o relatorio | valor=1140
linha=1402 | nome=Tiago | acao=escreveu o relatorio | valor=2463
linha=1403 | nome=Carlos | acao=analisou os resultados | valor=5746
linha=1404 | nome=Gabriela | acao=analisou os resultados | valor=4445
linha=1405 | nome=Mariana | acao=estudou computacao | valor=5119
linha=1406 | nome=Gabriela | acao=executou o benchmark | valor=7455
linha=1407 | nome=Eduarda | acao=escreveu o relatorio | valor=4098
linha=1408 | nome=Eduarda | acao=analisou os resultados | valor=6708
linha=1409 | nome=Mariana | acao=participou da aula | valor=5217
linha=1410 | nome=Mariana | acao=executou o benchmark | valor=1275
linha=1411 | nome=Gabriela | acao=comparou as metricas | valor=9965
linha=1412 | nome=Otavio | acao=executou o benchmark | valor=1036
linha=1413 | nome=Vitor | acao=participou da aula | valor=1156
linha=1414 | nome=Bruno | acao=escreveu o relatorio | valor=5768
linha=1415 | nome=Eduarda | acao=comparou as metricas | valor=1520
linha=1416 | nome=Eduarda | acao=executou o benchmark | valor=1548
linha=1417 | nome=Igor | acao=estudou computacao | valor=9124
linha=1418 | nome=Tiago | acao=fez um experimento | valor=2819
linha=1419 | nome=Natalia | acao=participou da aula | valor=2158
linha=1420 | nome=Ana | acao=executou o benchmark | valor=4622
linha=1421 | nome=Felipe | acao=participou da aula | valor=8773
linha=1422 | nome=Mariana | acao=otimizou o algoritmo | valor=7431
linha=1423 | nome=Renata | acao=otimizou o algoritmo | valor=7527
linha=1424 | nome=Sofia | acao=escreveu o relatorio | valor=3183
linha=1425 | nome=Sofia | acao=escreveu o relatorio | valor=8068
linha=1426 | nome=Lucas | acao=analisou os resultados | valor=5523
linha=1427 | nome=Daniela | acao=comparou as metricas | valor=5624
linha=1428 | nome=Joao | acao=participou da aula | valor=8909
linha=1429 | nome=Otavio | acao=otimizou o algoritmo | valor=3955
linha=1430 | nome=Tiago | acao=fez um experimento | valor=9198
linha=1431 | nome=Sofia | acao=analisou os resultados | valor=3402
linha=1432 | nome=Mariana | acao=comparou as metricas | valor=4853
linha=1433 | nome=Carlos | acao=participou da aula | valor=1818
linha=1434 | nome=Ana | acao=analisou os resultados | valor=2288
linha=1435 | nome=Ana | acao=participou da aula | valor=1631
linha=1436 | nome=Carlos | acao=fez um experimento | valor=2199
linha=1437 | nome=Sofia | acao=participou da aula | valor=2865
linha=1438 | nome=Mariana | acao=escreveu o relatorio | valor=1742
linha=1439 | nome=Eduarda | acao=fez um experimento | valor=7399
linha=1440 | nome=Natalia | acao=escreveu o relatorio | valor=2656
linha=1441 | nome=Helena | acao=otimizou o algoritmo | valor=4371
linha=1442 | nome=Karen | acao=participou da aula | valor=3273
linha=1443 | nome=Natalia | acao=participou da aula | valor=5593
linha=1444 | nome=Bruno | acao=otimizou o algoritmo | valor=7300
linha=1445 | nome=Mariana | acao=fez um experimento | valor=9932
linha=1446 | nome=Carlos | acao=estudou computacao | valor=1451
linha=1447 | nome=Helena | acao=fez um experimento | valor=6001
linha=1448 | nome=Gabriela | acao=escreveu o relatorio | valor=4276
linha=1449 | nome=Renata | acao=estudou computacao | valor=3603
linha=1450 | nome=Tiago | acao=otimizou o algoritmo | valor=7605
linha=1451 | nome=Tiago | acao=executou o benchmark | valor=9928
linha=1452 | nome=Otavio | acao=participou da aula | valor=3202
linha=1453 | nome=Vitor | acao=estudou computacao | valor=4416
linha=1454 | nome=Eduarda | acao=analisou os resultados | valor=9293
linha=1455 | nome=Sofia | acao=estudou computacao | valor=5278
linha=1456 | nome=Lucas | acao=escreveu o relatorio | valor=6574
linha=1457 | nome=Daniela | acao=otimizou o algoritmo | valor=7119
linha=1458 | nome=Mariana | acao=analisou os resultados | valor=9540
linha=1459 | nome=Renata | acao=estudou computacao | valor=1722
linha=1460 | nome=Vitor | acao=fez um experimento | valor=7092
linha=1461 | nome=Carlos | acao=otimizou o algoritmo | valor=3136
linha=1462 | nome=Sofia | acao=estudou computacao | valor=2257
linha=1463 | nome=Tiago | acao=fez um experimento | valor=2423
linha=1464 | nome=Bruno | acao=estudou computacao | valor=6985
linha=1465 | nome=Otavio | acao=otimizou o algoritmo | valor=9090
linha=1466 | nome=Sofia | acao=otimizou o algoritmo | valor=2617
linha=1467 | nome=Tiago | acao=executou o benchmark | valor=8207
linha=1468 | nome=Gabriela | acao=analisou os resultados | valor=7847
linha=1469 | nome=Daniela | acao=participou da aula | valor=9507
linha=1470 | nome=Paulo | acao=executou o benchmark | valor=7654
linha=1471 | nome=Renata | acao=comparou as metricas | valor=2494
linha=1472 | nome=Renata | acao=otimizou o algoritmo | valor=9728
linha=1473 | nome=Karen | acao=comparou as metricas | valor=7895
linha=1474 | nome=Eduarda | acao=participou da aula | valor=7157
linha=1475 | nome=Paulo | acao=executou o benchmark | valor=8629
linha=1476 | nome=Eduarda | acao=estudou computacao | valor=7527
linha=1477 | nome=Otavio | acao=estudou computacao | valor=3786
linha=1478 | nome=Felipe | acao=executou o benchmark | valor=8544
linha=1479 | nome=Ana | acao=escreveu o relatorio | valor=9154
linha=1480 | nome=Helena | acao=analisou os resultados | valor=2895
linha=1481 | nome=Sofia | acao=estudou computacao | valor=5684
linha=1482 | nome=Renata | acao=analisou os resultados | valor=4419
linha=1483 | nome=Tiago | acao=executou o benchmark | valor=5992
linha=1484 | nome=Sofia | acao=analisou os resultados | valor=7200
linha=1485 | nome=Bruno | acao=participou da aula | valor=2736
linha=1486 | nome=Vitor | acao=estudou computacao | valor=9531
linha=1487 | nome=Carlos | acao=participou da aula | valor=4904
linha=1488 | nome=Joao | acao=estudou computacao | valor=6511
linha=1489 | nome=Natalia | acao=fez um experimento | valor=2192
linha=1490 | nome=Otavio | acao=executou o benchmark | valor=1545
linha=1491 | nome=Joao | acao=fez um experimento | valor=5964
linha=1492 | nome=Joao | acao=comparou as metricas | valor=9610
linha=1493 | nome=Mariana | acao=estudou computacao | valor=2344
linha=1494 | nome=Karen | acao=estudou computacao | valor=1469
linha=1495 | nome=Vitor | acao=estudou computacao | valor=8731
linha=1496 | nome=Carlos | acao=comparou as metricas | valor=4007
linha=1497 | nome=Felipe | acao=fez um experimento | valor=2789
linha=1498 | nome=Karen | acao=escreveu o relatorio | valor=4454
linha=1499 | nome=Tiago | acao=fez um experimento | valor=6413
linha=1500 | nome=Ana | acao=fez um experimento | valor=6257
linha=1501 | nome=Natalia | acao=escreveu o relatorio | valor=9282
linha=1502 | nome=Otavio | acao=comparou as metricas | valor=4686
linha=1503 | nome=Tiago | acao=estudou computacao | valor=7628
linha=1504 | nome=Igor | acao=comparou as metricas | valor=8330
linha=1505 | nome=Gabriela | acao=fez um experimento | valor=5935
linha=1506 | nome=Paulo | acao=escreveu o relatorio | valor=1651
linha=1507 | nome=Joao | acao=analisou os resultados | valor=3837
linha=1508 | nome=Lucas | acao=escreveu o relatorio | valor=1487
linha=1509 | nome=Igor | acao=executou o benchmark | valor=9438
linha=1510 | nome=Sofia | acao=executou o benchmark | valor=4889
linha=1511 | nome=Renata | acao=otimizou o algoritmo | valor=1362
linha=1512 | nome=Eduarda | acao=escreveu o relatorio | valor=6717
linha=1513 | nome=Daniela | acao=fez um experimento | valor=6674
linha=1514 | nome=Joao | acao=participou da aula | valor=3692
linha=1515 | nome=Igor | acao=fez um experimento | valor=9830
linha=1516 | nome=Helena | acao=analisou os resultados | valor=4650
linha=1517 | nome=Joao | acao=otimizou o algoritmo | valor=4734
linha=1518 | nome=Vitor | acao=participou da aula | valor=1442
linha=1519 | nome=Sofia | acao=fez um experimento | valor=1851
linha=1520 | nome=Igor | acao=estudou computacao | valor=9495
linha=1521 | nome=Felipe | acao=fez um experimento | valor=9440
linha=1522 | nome=Renata | acao=comparou as metricas | valor=8597
linha=1523 | nome=Bruno | acao=comparou as metricas | valor=7123
linha=1524 | nome=Gabriela | acao=escreveu o relatorio | valor=7298
linha=1525 | nome=Mariana | acao=analisou os resultados | valor=9343
linha=1526 | nome=Natalia | acao=estudou computacao | valor=8887
linha=1527 | nome=Natalia | acao=fez um experimento | valor=6937
linha=1528 | nome=Eduarda | acao=executou o benchmark | valor=6344
linha=1529 | nome=Paulo | acao=otimizou o algoritmo | valor=9192
linha=1530 | nome=Lucas | acao=estudou computacao | valor=2295
linha=1531 | nome=Daniela | acao=analisou os resultados | valor=2162
linha=1532 | nome=Helena | acao=fez um experimento | valor=5920
linha=1533 | nome=Paulo | acao=participou da aula | valor=5256
linha=1534 | nome=Mariana | acao=executou o benchmark | valor=5040
linha=1535 | nome=Mariana | acao=otimizou o algoritmo | valor=7388
linha=1536 | nome=Helena | acao=executou o benchmark | valor=6294
linha=1537 | nome=Daniela | acao=executou o benchmark | valor=2494
linha=1538 | nome=Bruno | acao=analisou os resultados | valor=1557
linha=1539 | nome=Lucas | acao=comparou as metricas | valor=3894
linha=1540 | nome=Igor | acao=escreveu o relatorio | valor=4377
linha=1541 | nome=Karen | acao=escreveu o relatorio | valor=8811
linha=1542 | nome=Felipe | acao=analisou os resultados | valor=1941
linha=1543 | nome=Vitor | acao=comparou as metricas | valor=9713
linha=1544 | nome=Paulo | acao=escreveu o relatorio | valor=5201
linha=1545 | nome=Sofia | acao=otimizou o algoritmo | valor=1093
linha=1546 | nome=Mariana | acao=estudou computacao | valor=2931
linha=1547 | nome=Ana | acao=escreveu o relatorio | valor=9618
linha=1548 | nome=Mariana | acao=escreveu o relatorio | valor=8342
linha=1549 | nome=Natalia | acao=executou o benchmark | valor=5351
linha=1550 | nome=Natalia | acao=comparou as metricas | valor=3136
linha=1551 | nome=Karen | acao=estudou computacao | valor=8008
linha=1552 | nome=Otavio | acao=analisou os resultados | valor=1053
linha=1553 | nome=Bruno | acao=escreveu o relatorio | valor=5571
linha=1554 | nome=Gabriela | acao=otimizou o algoritmo | valor=2580
linha=1555 | nome=Renata | acao=comparou as metricas | valor=3548
linha=1556 | nome=Felipe | acao=participou da aula | valor=1838
linha=1557 | nome=Igor | acao=otimizou o algoritmo | valor=3703
linha=1558 | nome=Mariana | acao=otimizou o algoritmo | valor=2490
linha=1559 | nome=Natalia | acao=executou o benchmark | valor=4525
linha=1560 | nome=Natalia | acao=fez um experimento | valor=1564
linha=1561 | nome=Daniela | acao=executou o benchmark | valor=8365
linha=1562 | nome=Natalia | acao=otimizou o algoritmo | valor=8187
linha=1563 | nome=Gabriela | acao=analisou os resultados | valor=3082
linha=1564 | nome=Paulo | acao=analisou os resultados | valor=1896
linha=1565 | nome=Igor | acao=otimizou o algoritmo | valor=2018
linha=1566 | nome=Vitor | acao=escreveu o relatorio | valor=9627
linha=1567 | nome=Otavio | acao=otimizou o algoritmo | valor=3715
linha=1568 | nome=Vitor | acao=analisou os resultados | valor=7370
linha=1569 | nome=Gabriela | acao=analisou os resultados | valor=4877
linha=1570 | nome=Felipe | acao=escreveu o relatorio | valor=9971
linha=1571 | nome=Natalia | acao=otimizou o algoritmo | valor=3667
linha=1572 | nome=Paulo | acao=estudou computacao | valor=1765
linha=1573 | nome=Tiago | acao=estudou computacao | valor=3744
linha=1574 | nome=Renata | acao=fez um experimento | valor=4875
linha=1575 | nome=Mariana | acao=analisou os resultados | valor=1648
linha=1576 | nome=Tiago | acao=fez um experimento | valor=1686
linha=1577 | nome=Gabriela | acao=comparou as metricas | valor=7723
linha=1578 | nome=Gabriela | acao=participou da aula | valor=8690
linha=1579 | nome=Mariana | acao=estudou computacao | valor=8151
linha=1580 | nome=Otavio | acao=escreveu o relatorio | valor=8451
linha=1581 | nome=Mariana | acao=fez um experimento | valor=1120
linha=1582 | nome=Joao | acao=estudou computacao | valor=5709
linha=1583 | nome=Daniela | acao=comparou as metricas | valor=8665
linha=1584 | nome=Mariana | acao=comparou as metricas | valor=6055
linha=1585 | nome=Natalia | acao=executou o benchmark | valor=8894
linha=1586 | nome=Natalia | acao=escreveu o relatorio | valor=8551
linha=1587 | nome=Gabriela | acao=comparou as metricas | valor=8560
linha=1588 | nome=Carlos | acao=executou o benchmark | valor=7942
linha=1589 | nome=Paulo | acao=participou da aula | valor=4825
linha=1590 | nome=Karen | acao=estudou computacao | valor=9907
linha=1591 | nome=Tiago | acao=executou o benchmark | valor=2865
linha=1592 | nome=Daniela | acao=escreveu o relatorio | valor=6030
linha=1593 | nome=Joao | acao=escreveu o relatorio | valor=3970
linha=1594 | nome=Daniela | acao=executou o benchmark | valor=8559
linha=1595 | nome=Igor | acao=estudou computacao | valor=3639
linha=1596 | nome=Ana | acao=comparou as metricas | valor=7195
linha=1597 | nome=Bruno | acao=fez um experimento | valor=6035
linha=1598 | nome=Felipe | acao=participou da aula | valor=6707
linha=1599 | nome=Ana | acao=fez um experimento | valor=6446
linha=1600 | nome=Mariana | acao=analisou os resultados | valor=7674
linha=1601 | nome=Paulo | acao=participou da aula | valor=1732
linha=1602 | nome=Sofia | acao=estudou computacao | valor=2897
linha=1603 | nome=Paulo | acao=fez um experimento | valor=3408
linha=1604 | nome=Mariana | acao=estudou computacao | valor=4482
linha=1605 | nome=Mariana | acao=participou da aula | valor=8969
linha=1606 | nome=Mariana | acao=otimizou o algoritmo | valor=3605
linha=1607 | nome=Igor | acao=estudou computacao | valor=6719
linha=1608 | nome=Natalia | acao=fez um experimento | valor=7356
linha=1609 | nome=Renata | acao=escreveu o relatorio | valor=8549
linha=1610 | nome=Renata | acao=estudou computacao | valor=5494
linha=1611 | nome=Otavio | acao=executou o benchmark | valor=7048
linha=1612 | nome=Felipe | acao=escreveu o relatorio | valor=7657
linha=1613 | nome=Natalia | acao=estudou computacao | valor=5624
linha=1614 | nome=Bruno | acao=participou da aula | valor=7628
linha=1615 | nome=Igor | acao=fez um experimento | valor=3143
linha=1616 | nome=Sofia | acao=analisou os resultados | valor=5739
linha=1617 | nome=Sofia | acao=otimizou o algoritmo | valor=7717
linha=1618 | nome=Karen | acao=participou da aula | valor=6452
linha=1619 | nome=Otavio | acao=otimizou o algoritmo | valor=1098
linha=1620 | nome=Otavio | acao=participou da aula | valor=4122
linha=1621 | nome=Carlos | acao=executou o benchmark | valor=7133
linha=1622 | nome=Gabriela | acao=otimizou o algoritmo | valor=3990
linha=1623 | nome=Helena | acao=participou da aula | valor=1916
linha=1624 | nome=Gabriela | acao=participou da aula | valor=2464
linha=1625 | nome=Mariana | acao=participou da aula | valor=7940
linha=1626 | nome=Natalia | acao=escreveu o relatorio | valor=3587
linha=1627 | nome=Otavio | acao=participou da aula | valor=3203
linha=1628 | nome=Igor | acao=executou o benchmark | valor=1260
linha=1629 | nome=Daniela | acao=participou da aula | valor=4652
linha=1630 | nome=Vitor | acao=otimizou o algoritmo | valor=1041
linha=1631 | nome=Mariana | acao=comparou as metricas | valor=7351
linha=1632 | nome=Felipe | acao=escreveu o relatorio | valor=9029
linha=1633 | nome=Daniela | acao=participou da aula | valor=8572
linha=1634 | nome=Bruno | acao=participou da aula | valor=5797
linha=1635 | nome=Sofia | acao=analisou os resultados | valor=3599
linha=1636 | nome=Gabriela | acao=estudou computacao | valor=1783
linha=1637 | nome=Lucas | acao=participou da aula | valor=6498
linha=1638 | nome=Karen | acao=participou da aula | valor=7570
linha=1639 | nome=Joao | acao=executou o benchmark | valor=1076
linha=1640 | nome=Paulo | acao=otimizou o algoritmo | valor=2828
linha=1641 | nome=Tiago | acao=executou o benchmark | valor=9406
linha=1642 | nome=Karen | acao=estudou computacao | valor=2443
linha=1643 | nome=Igor | acao=escreveu o relatorio | valor=4413
linha=1644 | nome=Vitor | acao=estudou computacao | valor=3604
linha=1645 | nome=Karen | acao=otimizou o algoritmo | valor=7042
linha=1646 | nome=Ana | acao=escreveu o relatorio | valor=2019
linha=1647 | nome=Felipe | acao=estudou computacao | valor=6760
linha=1648 | nome=Carlos | acao=otimizou o algoritmo | valor=7660
linha=1649 | nome=Renata | acao=escreveu o relatorio | valor=1581
linha=1650 | nome=Natalia | acao=estudou computacao | valor=9506
linha=1651 | nome=Renata | acao=estudou computacao | valor=3441
linha=1652 | nome=Gabriela | acao=fez um experimento | valor=6344
linha=1653 | nome=Mariana | acao=participou da aula | valor=4623
linha=1654 | nome=Karen | acao=estudou computacao | valor=9697
linha=1655 | nome=Otavio | acao=participou da aula | valor=3054
linha=1656 | nome=Natalia | acao=fez um experimento | valor=6155
linha=1657 | nome=Tiago | acao=comparou as metricas | valor=3721
linha=1658 | nome=Lucas | acao=otimizou o algoritmo | valor=3519
linha=1659 | nome=Helena | acao=participou da aula | valor=8335
linha=1660 | nome=Ana | acao=comparou as metricas | valor=8062
linha=1661 | nome=Gabriela | acao=analisou os resultados | valor=2034
linha=1662 | nome=Daniela | acao=analisou os resultados | valor=4795
linha=1663 | nome=Felipe | acao=estudou computacao | valor=9873
linha=1664 | nome=Bruno | acao=comparou as metricas | valor=8099
linha=1665 | nome=Ana | acao=otimizou o algoritmo | valor=1877
linha=1666 | nome=Vitor | acao=estudou computacao | valor=5742
linha=1667 | nome=Tiago | acao=participou da aula | valor=7834
linha=1668 | nome=Felipe | acao=escreveu o relatorio | valor=5181
linha=1669 | nome=Carlos | acao=escreveu o relatorio | valor=5142
linha=1670 | nome=Daniela | acao=otimizou o algoritmo | valor=4908
linha=1671 | nome=Helena | acao=executou o benchmark | valor=5639
linha=1672 | nome=Vitor | acao=comparou as metricas | valor=5837
linha=1673 | nome=Paulo | acao=comparou as metricas | valor=9813
linha=1674 | nome=Eduarda | acao=analisou os resultados | valor=8087
linha=1675 | nome=Vitor | acao=escreveu o relatorio | valor=9290
linha=1676 | nome=Ana | acao=otimizou o algoritmo | valor=5378
linha=1677 | nome=Sofia | acao=otimizou o algoritmo | valor=9538
linha=1678 | nome=Daniela | acao=analisou os resultados | valor=3319
linha=1679 | nome=Karen | acao=participou da aula | valor=6553
linha=1680 | nome=Lucas | acao=executou o benchmark | valor=3990
linha=1681 | nome=Natalia | acao=participou da aula | valor=9678
linha=1682 | nome=Otavio | acao=executou o benchmark | valor=1553
linha=1683 | nome=Gabriela | acao=estudou computacao | valor=4008
linha=1684 | nome=Mariana | acao=analisou os resultados | valor=5590
linha=1685 | nome=Tiago | acao=otimizou o algoritmo | valor=4831
linha=1686 | nome=Joao | acao=otimizou o algoritmo | valor=1557
linha=1687 | nome=Daniela | acao=comparou as metricas | valor=5153
linha=1688 | nome=Lucas | acao=estudou computacao | valor=6503
linha=1689 | nome=Helena | acao=escreveu o relatorio | valor=7421
linha=1690 | nome=Mariana | acao=participou da aula | valor=8282
linha=1691 | nome=Eduarda | acao=estudou computacao | valor=4278
linha=1692 | nome=Renata | acao=otimizou o algoritmo | valor=7011
linha=1693 | nome=Lucas | acao=participou da aula | valor=8099
linha=1694 | nome=Mariana | acao=executou o benchmark | valor=4656
linha=1695 | nome=Renata | acao=analisou os resultados | valor=1773
linha=1696 | nome=Gabriela | acao=otimizou o algoritmo | valor=6481
linha=1697 | nome=Lucas | acao=executou o benchmark | valor=1662
linha=1698 | nome=Eduarda | acao=estudou computacao | valor=2551
linha=1699 | nome=Natalia | acao=otimizou o algoritmo | valor=7541
linha=1700 | nome=Mariana | acao=otimizou o algoritmo | valor=3137
linha=1701 | nome=Igor | acao=escreveu o relatorio | valor=5135
linha=1702 | nome=Daniela | acao=participou da aula | valor=4950
linha=1703 | nome=Ana | acao=escreveu o relatorio | valor=6333
linha=1704 | nome=Tiago | acao=participou da aula | valor=1439
linha=1705 | nome=Eduarda | acao=otimizou o algoritmo | valor=3358
linha=1706 | nome=Mariana | acao=estudou computacao | valor=5941
linha=1707 | nome=Felipe | acao=escreveu o relatorio | valor=9147
linha=1708 | nome=Gabriela | acao=fez um experimento | valor=6571
linha=1709 | nome=Lucas | acao=otimizou o algoritmo | valor=6956
linha=1710 | nome=Karen | acao=analisou os resultados | valor=3369
linha=1711 | nome=Ana | acao=comparou as metricas | valor=7199
linha=1712 | nome=Paulo | acao=analisou os resultados | valor=5027
linha=1713 | nome=Igor | acao=participou da aula | valor=1400
linha=1714 | nome=Mariana | acao=executou o benchmark | valor=9594
linha=1715 | nome=Carlos | acao=comparou as metricas | valor=2783
linha=1716 | nome=Renata | acao=fez um experimento | valor=3207
linha=1717 | nome=Vitor | acao=otimizou o algoritmo | valor=8639
linha=1718 | nome=Ana | acao=comparou as metricas | valor=5882
linha=1719 | nome=Vitor | acao=estudou computacao | valor=9668
linha=1720 | nome=Natalia | acao=analisou os resultados | valor=5846
linha=1721 | nome=Karen | acao=estudou computacao | valor=2308
linha=1722 | nome=Igor | acao=fez um experimento | valor=5250
linha=1723 | nome=Eduarda | acao=fez um experimento | valor=4008
linha=1724 | nome=Daniela | acao=estudou computacao | valor=2587
linha=1725 | nome=Felipe | acao=escreveu o relatorio | valor=7728
linha=1726 | nome=Joao | acao=escreveu o relatorio | valor=4729
linha=1727 | nome=Renata | acao=analisou os resultados | valor=3708
linha=1728 | nome=Sofia | acao=otimizou o algoritmo | valor=4553
linha=1729 | nome=Joao | acao=executou o benchmark | valor=7071
linha=1730 | nome=Bruno | acao=executou o benchmark | valor=3128
linha=1731 | nome=Paulo | acao=participou da aula | valor=7180
linha=1732 | nome=Vitor | acao=executou o benchmark | valor=6934
linha=1733 | nome=Renata | acao=analisou os resultados | valor=7430
linha=1734 | nome=Lucas | acao=estudou computacao | valor=2512
linha=1735 | nome=Mariana | acao=otimizou o algoritmo | valor=5254
linha=1736 | nome=Vitor | acao=otimizou o algoritmo | valor=5672
linha=1737 | nome=Lucas | acao=estudou computacao | valor=6305
linha=1738 | nome=Sofia | acao=analisou os resultados | valor=5713
linha=1739 | nome=Felipe | acao=escreveu o relatorio | valor=9240
linha=1740 | nome=Tiago | acao=escreveu o relatorio | valor=4928
linha=1741 | nome=Paulo | acao=estudou computacao | valor=8866
linha=1742 | nome=Igor | acao=participou da aula | valor=2559
linha=1743 | nome=Eduarda | acao=otimizou o algoritmo | valor=8744
linha=1744 | nome=Igor | acao=participou da aula | valor=1201
linha=1745 | nome=Ana | acao=executou o benchmark | valor=6829
linha=1746 | nome=Mariana | acao=executou o benchmark | valor=4234
linha=1747 | nome=Tiago | acao=fez um experimento | valor=5141
linha=1748 | nome=Bruno | acao=escreveu o relatorio | valor=5532
linha=1749 | nome=Mariana | acao=otimizou o algoritmo | valor=4639
linha=1750 | nome=Sofia | acao=otimizou o algoritmo | valor=4066
linha=1751 | nome=Karen | acao=otimizou o algoritmo | valor=5036
linha=1752 | nome=Tiago | acao=estudou computacao | valor=4620
linha=1753 | nome=Natalia | acao=estudou computacao | valor=4069
linha=1754 | nome=Helena | acao=otimizou o algoritmo | valor=8349
linha=1755 | nome=Lucas | acao=comparou as metricas | valor=8454
linha=1756 | nome=Eduarda | acao=comparou as metricas | valor=3185
linha=1757 | nome=Joao | acao=comparou as metricas | valor=8706
linha=1758 | nome=Karen | acao=estudou computacao | valor=4414
linha=1759 | nome=Daniela | acao=otimizou o algoritmo | valor=7597
linha=1760 | nome=Lucas | acao=executou o benchmark | valor=2443
linha=1761 | nome=Eduarda | acao=otimizou o algoritmo | valor=6600
linha=1762 | nome=Vitor | acao=escreveu o relatorio | valor=3116
linha=1763 | nome=Eduarda | acao=executou o benchmark | valor=7957
linha=1764 | nome=Carlos | acao=fez um experimento | valor=2828
linha=1765 | nome=Ana | acao=analisou os resultados | valor=2840
linha=1766 | nome=Ana | acao=estudou computacao | valor=8524
linha=1767 | nome=Carlos | acao=participou da aula | valor=9056
linha=1768 | nome=Gabriela | acao=comparou as metricas | valor=7250
linha=1769 | nome=Bruno | acao=fez um experimento | valor=4014
linha=1770 | nome=Tiago | acao=comparou as metricas | valor=2652
linha=1771 | nome=Renata | acao=comparou as metricas | valor=1339
linha=1772 | nome=Felipe | acao=analisou os resultados | valor=7415
linha=1773 | nome=Ana | acao=otimizou o algoritmo | valor=5828
linha=1774 | nome=Joao | acao=otimizou o algoritmo | valor=8972
linha=1775 | nome=Igor | acao=escreveu o relatorio | valor=3301
linha=1776 | nome=Carlos | acao=estudou computacao | valor=1198
linha=1777 | nome=Ana | acao=estudou computacao | valor=2136
linha=1778 | nome=Ana | acao=comparou as metricas | valor=4634
linha=1779 | nome=Natalia | acao=participou da aula | valor=4830
linha=1780 | nome=Mariana | acao=executou o benchmark | valor=2993
linha=1781 | nome=Karen | acao=estudou computacao | valor=6198
linha=1782 | nome=Mariana | acao=analisou os resultados | valor=8848
linha=1783 | nome=Igor | acao=executou o benchmark | valor=7729
linha=1784 | nome=Helena | acao=comparou as metricas | valor=7195
linha=1785 | nome=Eduarda | acao=otimizou o algoritmo | valor=4334
linha=1786 | nome=Gabriela | acao=fez um experimento | valor=3307
linha=1787 | nome=Gabriela | acao=analisou os resultados | valor=3927
linha=1788 | nome=Otavio | acao=executou o benchmark | valor=4478
linha=1789 | nome=Mariana | acao=otimizou o algoritmo | valor=1570
linha=1790 | nome=Sofia | acao=executou o benchmark | valor=4374
